_id,user,date,type,data.status,data.trama,createdAt,updatedAt,__v
65491bd4be6419ef87b185c2,350544500731230,2023-11-06T17:01:08.239Z,TLK_T,offline,119;82;true;1699290066000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65525|184;0;65524|185;0;65524|187;0;5|190;0;0|172;0;12783|201;0;4030|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:01:08.241Z,2023-11-06T17:01:08.241Z,0
65491bd2be6419ef87b185c0,350544500731230,2023-11-06T17:01:06.408Z,TLK_T,offline,119;82;true;1699290064000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65520|184;0;65523|185;0;65523|187;0;5|190;0;0|172;0;12787|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:01:06.410Z,2023-11-06T17:01:06.410Z,0
65491bd0be6419ef87b185be,350544500731230,2023-11-06T17:01:04.565Z,TLK_T,offline,119;82;true;1699290062000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65520|184;0;65523|185;0;65523|187;0;5|190;0;0|172;0;12787|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:01:04.566Z,2023-11-06T17:01:04.566Z,0
65491bd0be6419ef87b185bc,214000800304038,2023-11-06T18:00:35.000Z,TRA_T,online,119;82;4;1699290062136;41.3421428204;2.1462070942;3;0;0;0;0;0,2023-11-06T17:01:04.216Z,2023-11-06T17:01:04.216Z,0
65491bd0be6419ef87b185ba,214000800304044,2023-11-06T18:00:34.000Z,TRA_T,online,119;82;4;1699290062135;41.3272190094;2.1486854553;3;0;0;0;0;0,2023-11-06T17:01:04.212Z,2023-11-06T17:01:04.212Z,0
65491bd0be6419ef87b185b8,214000800304046,2023-11-06T18:00:50.000Z,TRA_T,online,119;82;4;1699290062136;41.344063282;2.1473550797;3;0;0;0;0;0,2023-11-06T17:01:04.209Z,2023-11-06T17:01:04.209Z,0
65491bd0be6419ef87b185b6,214000800304059,2023-11-06T18:00:40.000Z,TRA_T,online,119;82;4;1699290062133;41.3059437275;2.1345448494;3;0;0;0;0;0,2023-11-06T17:01:04.206Z,2023-11-06T17:01:04.206Z,0
65491bd0be6419ef87b185b4,214000800304021,2023-11-06T17:53:19.000Z,TRA_T,online,119;82;4;1699290062132;41.3737928867;2.1784687042;3;0;0;0;0;0,2023-11-06T17:01:04.197Z,2023-11-06T17:01:04.197Z,0
65491bd0be6419ef87b185b2,214000800304029,2023-11-06T18:00:54.000Z,TRA_T,online,119;82;4;1699290062125;41.3346540928;2.141572237;3;0;0;0;0;0,2023-11-06T17:01:04.169Z,2023-11-06T17:01:04.169Z,0
65491bd0be6419ef87b185b0,214000800304007,2023-11-06T18:00:14.000Z,TRA_T,online,119;82;4;1699290062137;41.3256418705;2.1437609196;3;0;0;0;0;0,2023-11-06T17:01:04.129Z,2023-11-06T17:01:04.129Z,0
65491bd0be6419ef87b185ae,214000800304016,2023-11-06T18:00:30.000Z,TRA_T,online,119;82;4;1699290062142;41.3301479816;2.1493291855;3;0;0;0;0;0,2023-11-06T17:01:04.117Z,2023-11-06T17:01:04.117Z,0
65491bd0be6419ef87b185ac,214000800304009,2023-11-06T18:00:55.000Z,TRA_T,online,119;82;4;1699290062134;41.3756811619;2.1786940098;3;0;0;0;0;0,2023-11-06T17:01:04.094Z,2023-11-06T17:01:04.094Z,0
65491bd0be6419ef87b185aa,214000800304014,2023-11-06T17:56:57.000Z,TRA_T,online,119;82;4;1699290062145;41.3609719276;2.1716988087;3;0;0;0;0;0,2023-11-06T17:01:04.084Z,2023-11-06T17:01:04.084Z,0
65491bcfbe6419ef87b185a8,214000800304024,2023-11-06T18:00:48.000Z,TRA_T,online,119;82;4;1699290062142;41.3804125786;2.1860539913;3;0;0;0;0;0,2023-11-06T17:01:03.979Z,2023-11-06T17:01:03.979Z,0
65491bcfbe6419ef87b185a6,214000800304020,2023-11-06T18:00:28.000Z,TRA_T,online,119;82;4;1699290062141;41.3327014446;2.1396839619;3;0;0;0;0;0,2023-11-06T17:01:03.807Z,2023-11-06T17:01:03.807Z,0
65491bcfbe6419ef87b185a4,214000800304025,2023-11-06T18:00:20.000Z,TRA_T,online,119;82;4;1699290062146;41.3059008121;2.1345341206;3;0;0;0;0;0,2023-11-06T17:01:03.746Z,2023-11-06T17:01:03.746Z,0
65491bcfbe6419ef87b185a2,214000800304019,2023-11-06T18:00:19.000Z,TRA_T,online,119;82;4;1699290062131;41.3261783123;2.1426129341;3;0;0;0;0;0,2023-11-06T17:01:03.741Z,2023-11-06T17:01:03.741Z,0
65491bcfbe6419ef87b185a0,214000800304001,2023-11-06T18:00:57.000Z,TRA_T,online,119;82;4;1699290062124;41.3803911209;2.1860432625;3;0;0;0;0;0,2023-11-06T17:01:03.716Z,2023-11-06T17:01:03.716Z,0
65491bcfbe6419ef87b1859e,350544500731230,2023-11-06T17:01:03.247Z,TLK_T,offline,119;82;true;1699290061000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65522|184;0;65528|185;0;1|187;0;5|190;0;0|172;0;12801|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:01:03.248Z,2023-11-06T17:01:03.248Z,0
65491bcfbe6419ef87b1859c,214000800300014,2023-11-06T18:00:53.000Z,TRA_T,online,119;82;4;1699290062456;41.3737285137;2.1784365177;3;0;1;0;0;0,2023-11-06T17:01:03.111Z,2023-11-06T17:01:03.111Z,0
65491bcfbe6419ef87b1859a,214000800304043,2023-11-06T18:00:02.000Z,TRA_T,online,119;82;4;1699290062497;41.3753807545;2.1871268749;3;0;0;0;0;0,2023-11-06T17:01:03.088Z,2023-11-06T17:01:03.088Z,0
65491bcfbe6419ef87b18598,214000800304003,2023-11-06T18:00:43.000Z,TRA_T,online,119;82;4;1699290062437;41.373642683;2.1782433987;3;0;3;0;0;0,2023-11-06T17:01:03.068Z,2023-11-06T17:01:03.068Z,0
65491bcebe6419ef87b18596,214000800304033,2023-11-06T18:00:30.000Z,TRA_T,online,119;82;4;1699290062190;41.336864233;2.1429347992;3;0;59;0;0;0,2023-11-06T17:01:02.582Z,2023-11-06T17:01:02.582Z,0
65491bcebe6419ef87b18594,214000800304005,2023-11-06T18:00:56.000Z,TRA_T,online,119;82;4;1699290062148;41.3757884502;2.179069519;3;0;20;0;0;0,2023-11-06T17:01:02.565Z,2023-11-06T17:01:02.565Z,0
65491bcebe6419ef87b18592,214000800304002,2023-11-06T18:00:16.000Z,TRA_T,online,119;82;4;1699290062048;41.359180212;2.1798205376;3;0;0;0;0;0,2023-11-06T17:01:02.506Z,2023-11-06T17:01:02.506Z,0
65491bcdbe6419ef87b18590,350544500731230,2023-11-06T17:01:01.141Z,TLK_T,offline,119;82;true;1699290059000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65524|184;0;65521|185;0;65527|187;0;5|190;0;0|172;0;12788|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:01:01.142Z,2023-11-06T17:01:01.142Z,0
65491bcbbe6419ef87b1858e,350544500731230,2023-11-06T17:00:59.343Z,TLK_T,offline,119;82;true;1699290057000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65524|184;0;65524|185;0;65532|187;0;5|190;0;0|172;0;12790|201;0;4029|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:59.344Z,2023-11-06T17:00:59.344Z,0
65491bc9be6419ef87b1858c,350544500731230,2023-11-06T17:00:57.737Z,TLK_T,offline,119;82;true;1699290053000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65525|184;0;65521|185;0;65518|187;0;5|190;0;0|172;0;12798|201;0;4032|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:57.739Z,2023-11-06T17:00:57.739Z,0
65491bc6be6419ef87b1858a,350544500731230,2023-11-06T17:00:54.413Z,TLK_T,offline,119;82;true;1699290052000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65520|184;0;65527|185;0;65523|187;0;5|190;0;0|172;0;12794|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:54.414Z,2023-11-06T17:00:54.414Z,0
65491bc4be6419ef87b18588,350544500731230,2023-11-06T17:00:52.181Z,TLK_T,offline,119;82;true;1699290050000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65525|184;0;65520|185;0;65519|187;0;5|190;0;0|172;0;12793|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:52.183Z,2023-11-06T17:00:52.183Z,0
65491bc2be6419ef87b18586,350544500731230,2023-11-06T17:00:50.425Z,TLK_T,offline,119;82;true;1699290048000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65521|184;0;65525|185;0;65523|187;0;5|190;0;0|172;0;12787|201;0;4032|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:50.426Z,2023-11-06T17:00:50.426Z,0
65491bc0be6419ef87b18584,350544500731230,2023-11-06T17:00:48.766Z,TLK_T,offline,119;82;true;1699290047000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65519|184;0;65524|185;0;65527|187;0;5|190;0;0|172;0;12773|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:48.768Z,2023-11-06T17:00:48.768Z,0
65491bbebe6419ef87b18582,350544500731230,2023-11-06T17:00:46.318Z,TLK_T,offline,119;82;true;1699290044000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65528|184;0;65527|185;0;65520|187;0;5|190;0;0|172;0;12794|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:46.320Z,2023-11-06T17:00:46.320Z,0
65491bbbbe6419ef87b18580,350544500731230,2023-11-06T17:00:43.821Z,TLK_T,offline,119;82;true;1699290042000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65529|184;0;65519|185;0;65526|187;0;5|190;0;0|172;0;12789|201;0;4029|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;5|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:43.822Z,2023-11-06T17:00:43.822Z,0
65491bbbbe6419ef87b1857e,350544500731230,2023-11-06T17:00:43.103Z,TLK_T,offline,119;82;true;1699290040000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65525|184;0;65524|185;0;65524|187;0;5|190;0;0|172;0;12790|201;0;4030|202;0;0|203;0;1|214;0;2|287;0;0|311;0;8|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:43.104Z,2023-11-06T17:00:43.104Z,0
65491bb9be6419ef87b1857c,350544500731230,2023-11-06T17:00:41.743Z,TLK_T,offline,119;82;true;1699290037000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65531|184;0;65518|185;0;65520|187;0;5|190;0;0|172;0;12790|201;0;4032|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:41.745Z,2023-11-06T17:00:41.745Z,0
65491bb5be6419ef87b1857a,350544500731230,2023-11-06T17:00:37.669Z,TLK_T,offline,119;82;true;1699290035000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65529|184;0;65527|185;0;65519|187;0;5|190;0;0|172;0;12791|201;0;4030|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:37.671Z,2023-11-06T17:00:37.671Z,0
65491bb3be6419ef87b18578,350544500731230,2023-11-06T17:00:35.504Z,TLK_T,offline,119;82;true;1699290033000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65519|184;0;65524|185;0;65523|187;0;5|190;0;0|172;0;12792|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:35.505Z,2023-11-06T17:00:35.505Z,0
65491bb1be6419ef87b18576,350544500731230,2023-11-06T17:00:33.709Z,TLK_T,offline,119;82;true;1699290032000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65524|184;0;65521|185;0;65524|187;0;5|190;0;0|172;0;12787|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:33.710Z,2023-11-06T17:00:33.710Z,0
65491bafbe6419ef87b18574,350544500731230,2023-11-06T17:00:31.198Z,TLK_T,offline,119;82;true;1699290029000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65526|184;0;65520|185;0;65525|187;0;5|190;0;0|172;0;12791|201;0;4030|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:31.199Z,2023-11-06T17:00:31.199Z,0
65491baebe6419ef87b18572,350544500731230,2023-11-06T17:00:30.318Z,TLK_T,offline,119;82;true;1699290027000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65529|184;0;65527|185;0;65525|187;0;5|190;0;0|172;0;12791|201;0;4032|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:30.320Z,2023-11-06T17:00:30.320Z,0
65491baabe6419ef87b18570,350544500731230,2023-11-06T17:00:26.311Z,TLK_T,offline,119;82;true;1699290024000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65526|184;0;65523|185;0;65524|187;0;5|190;0;0|172;0;12783|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:26.313Z,2023-11-06T17:00:26.313Z,0
65491ba8be6419ef87b1856e,350544500731230,2023-11-06T17:00:24.878Z,TLK_T,offline,119;82;true;1699290023000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65521|184;0;65528|185;0;57|187;0;5|190;0;0|172;0;12786|201;0;4030|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:24.879Z,2023-11-06T17:00:24.879Z,0
65491ba7be6419ef87b1856c,350544500731230,2023-11-06T17:00:23.082Z,TLK_T,offline,119;82;true;1699290021000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65527|184;0;65525|185;0;65523|187;0;5|190;0;0|172;0;12785|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:23.084Z,2023-11-06T17:00:23.084Z,0
65491ba5be6419ef87b1856a,350544500731230,2023-11-06T17:00:21.461Z,TLK_T,offline,119;82;true;1699290019000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65526|184;0;65521|185;0;65524|187;0;5|190;0;0|172;0;12792|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:21.462Z,2023-11-06T17:00:21.462Z,0
65491ba3be6419ef87b18568,350544500731230,2023-11-06T17:00:19.467Z,TLK_T,offline,119;82;true;1699290017000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65525|184;0;65528|185;0;65529|187;0;5|190;0;0|172;0;12791|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:19.469Z,2023-11-06T17:00:19.469Z,0
65491ba0be6419ef87b18566,350544500731230,2023-11-06T17:00:16.909Z,TLK_T,offline,119;82;true;1699290015000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65519|184;0;65518|185;0;65532|187;0;5|190;0;0|172;0;12785|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:16.910Z,2023-11-06T17:00:16.910Z,0
65491ba0be6419ef87b18564,357073295374272,2023-11-06T17:00:16.530Z,TLK_T,offline,119;82;true;1699289960000;45.9162866;1.2141416;3;0;0;0|126;0;0|131;0;173|182;0;4465427|183;0;65417|184;0;65488|185;0;65533|172;0;12122|201;0;3922|202;0;0|203;0;3|214;0;4|245;0;82|309;0;1|330;0;2|369;0;0|370;0;0|404;0;0,2023-11-06T17:00:16.531Z,2023-11-06T17:00:16.531Z,0
65491b9fbe6419ef87b18562,350544500731230,2023-11-06T17:00:15.279Z,TLK_T,offline,119;82;true;1699290013000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65528|184;0;65526|185;0;65526|187;0;5|190;0;0|172;0;12785|201;0;4029|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:15.281Z,2023-11-06T17:00:15.281Z,0
65491b9dbe6419ef87b18560,350544500731230,2023-11-06T17:00:13.224Z,TLK_T,offline,119;82;true;1699290011000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65529|184;0;65527|185;0;65518|187;0;5|190;0;0|172;0;12786|201;0;4031|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:13.225Z,2023-11-06T17:00:13.225Z,0
65491b9abe6419ef87b1855e,350544500731230,2023-11-06T17:00:10.424Z,TLK_T,offline,119;82;true;1699290008000;41.4032166;2.02462;3;29;0;210|177;0;893108132|178;0;127063|179;0;153|180;0;1068231885|181;0;1000|182;0;3915442|183;0;65528|184;0;65520|185;0;65525|187;0;5|190;0;0|172;0;12780|201;0;4030|202;0;0|203;0;1|214;0;2|287;0;0|311;0;9|312;0;6|329;0;0|330;0;0|368;0;0|369;0;0|370;0;0|371;0;21401|404;0;0,2023-11-06T17:00:10.425Z,2023-11-06T17:00:10.425Z,0
